Date,Close,High,Low,Open,Volume
1999-01-22,0.037606965750455856,0.044769670496515486,0.0355769821910192,0.04011372813652266,2714688000
1999-01-25,0.04154683277010918,0.042023611731155666,0.03760697635283659,0.040591437220452956,510480000
1999-01-26,0.03832307085394859,0.04285981893624365,0.037726176518171464,0.04202361967658078,343200000
1999-01-27,0.038203854113817215,0.03939763873632984,0.03629306708268618,0.0384422435129326,244368000
1999-01-28,0.0380837582051754,0.03844225955912675,0.03784536870655379,0.03820387006050514,227520000
1999-01-29,0.03629307448863983,0.03820386190968556,0.03629307448863983,0.03808375007998176,244032000
1999-02-01,0.0370100662112236,0.03724845558921132,0.03629306386615076,0.03629306386615076,154704000
1999-02-02,0.034144818782806396,0.03724847650646909,0.03307023005947428,0.03629308424689837,264096000
1999-02-03,0.034860897809267044,0.035338595532834936,0.03342780805422762,0.033667116322853075,75120000
1999-02-04,0.0367707684636116,0.03772616036927886,0.03486089321884773,0.03533859087951326,181920000
1999-02-05,0.03784536197781563,0.038203863268027036,0.03641318761301749,0.03736766425165358,136848000
1999-02-08,0.03653239086270332,0.03820387396545686,0.03653239086270332,0.03808376209785006,154080000
1999-02-09,0.03509928658604622,0.03748685611172697,0.0346215889181949,0.037248463268925384,86976000
1999-02-10,0.03474169597029686,0.036054673558709074,0.03414480196294977,0.03509928176976792,148224000
1999-02-11,0.03772617131471634,0.03915834589866555,0.0348609033329893,0.0348609033329893,132240000
1999-02-12,0.03987536206841469,0.04011375162129598,0.03820387875606411,0.03820387875606411,109728000
1999-02-16,0.04011373594403267,0.042262916336262966,0.03605468343298734,0.04059143367716178,211008000
1999-02-17,0.037964560091495514,0.039636042950467826,0.03724847281302489,0.039158345160216976,67728000
1999-02-18,0.03856145218014717,0.03963604073691384,0.03748686362338051,0.03915834297334098,70704000
1999-02-19,0.03987536206841469,0.04059144954111908,0.03772618083624101,0.03820387875606411,75360000
1999-02-22,0.04011373594403267,0.04106913141029089,0.03796455555180237,0.04059143367716178,205248000
1999-02-23,0.042023610323667526,0.04285980939722318,0.03868156363936847,0.041069133619761014,138096000
1999-02-24,0.04536658152937889,0.050142637489135604,0.04429199284808815,0.0482318496290853,612768000
1999-02-25,0.04393439367413521,0.048709532799670045,0.04321738775443288,0.04727735517178174,149136000
1999-02-26,0.04190441220998764,0.04584426801718856,0.041546826336741276,0.044412093728252576,172608000
1999-03-01,0.04214371740818024,0.04393439639915413,0.04011373357359661,0.04297900098935297,92160000
1999-03-02,0.04178522527217865,0.04226292308154973,0.04106913796504605,0.04202361476994016,55248000
1999-03-03,0.03891994431614876,0.042023600826494395,0.03868155489748494,0.042023600826494395,61392000
1999-03-04,0.0380837582051754,0.04106913811322134,0.03772617224941055,0.040829829800748355,57360000
1999-03-05,0.04023292660713196,0.04035211961204908,0.03844224776735595,0.03844224776735595,78768000
